dimension,steps,h,epsilon,rho,h5_error,euler_variance,mean_w2_component,covariance_w2_component,w2,score_l8_to_four,theorem_sqrt_dimension_term,weak_log_concavity_alpha,weak_log_concavity_M,hessian_l2_operator,H3,H6,H7
1,8,0.125,0.08,0.0,0.08,1.0587955275319167,0.05251128673553467,0.028977904297228685,0.05997628007871849,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,8,0.125,0.08,0.25,0.08,1.089534972454533,0.052786133266543536,0.04380791932928574,0.06859671756865995,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,8,0.125,0.08,0.5,0.08,1.1214250401806731,0.05295805627308695,0.05897357860367469,0.07926183632459724,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,8,0.125,0.08,0.75,0.08,1.1544853006884446,0.05305713011664658,0.07446977653559173,0.0914374467790726,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,16,0.0625,0.0,0.0,0.0,1.0281681036652583,0.0,0.013986244317573782,0.013986244317573782,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,16,0.0625,0.0,0.25,0.0,1.0433463739967932,0.0,0.021443279872550347,0.021443279872550347,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,16,0.0625,0.0,0.5,0.0,1.0588339248495242,0.0,0.02899656211744661,0.02899656211744661,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,16,0.0625,0.0,0.75,0.0,1.0746327309645471,0.0,0.03664493968019111,0.03664493968019111,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,16,0.0625,0.02,0.0,0.02,1.0281681036652583,0.012878517390964144,0.013986244317573782,0.01901239701616371,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,16,0.0625,0.02,0.25,0.02,1.0433463739967932,0.012860640052677924,0.021443279872550347,0.02500420593134416,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,16,0.0625,0.02,0.5,0.02,1.0588339248495242,0.012823994955238798,0.02899656211744661,0.03170576384891129,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,16,0.0625,0.02,0.75,0.02,1.0746327309645471,0.012774868850794744,0.03664493968019111,0.03880784557689142,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,16,0.0625,0.04,0.0,0.04,1.0281681036652583,0.025757034781928288,0.013986244317573782,0.02930938195984911,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,16,0.0625,0.04,0.25,0.04,1.0433463739967932,0.025721280105355848,0.021443279872550347,0.03348728866227747,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,16,0.0625,0.04,0.5,0.04,1.0588339248495242,0.025647989910477596,0.02899656211744661,0.038712013653114205,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,16,0.0625,0.04,0.75,0.04,1.0746327309645471,0.025549737701589487,0.03664493968019111,0.0446725945159319,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,16,0.0625,0.08,0.0,0.08,1.0281681036652583,0.051514069563856575,0.013986244317573782,0.05337896957735995,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,16,0.0625,0.08,0.25,0.08,1.0433463739967932,0.051442560210711696,0.021443279872550347,0.05573285613285238,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,16,0.0625,0.08,0.5,0.08,1.0588339248495242,0.05129597982095519,0.02899656211744661,0.05892434268129584,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,16,0.0625,0.08,0.75,0.08,1.0746327309645471,0.051099475403178975,0.03664493968019111,0.06288090322701272,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,32,0.03125,0.0,0.0,0.0,1.013792316944786,0.0,0.0068725425518296746,0.0068725425518296746,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,32,0.03125,0.0,0.25,0.0,1.0213230321171602,0.0,0.01060528007583672,0.01060528007583672,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,32,0.03125,0.0,0.5,0.0,1.0289387235062781,0.0,0.014366168356515274,0.014366168356515274,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,32,0.03125,0.0,0.75,0.0,1.036639852050998,0.0,0.018155121801681995,0.018155121801681995,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,32,0.03125,0.02,0.0,0.02,1.013792316944786,0.012758894214873676,0.0068725425518296746,0.014492108980857357,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,32,0.03125,0.02,0.25,0.02,1.0213230321171602,0.0126981466459325,0.01060528007583672,0.016544331165947633,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,32,0.03125,0.02,0.5,0.02,1.0289387235062781,0.012622009793399138,0.014366168356515274,0.019123334554214246,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,32,0.03125,0.02,0.75,0.02,1.036639852050998,0.012536155217983595,0.018155121801681995,0.022062720486904743,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,32,0.03125,0.04,0.0,0.04,1.013792316944786,0.025517788429747352,0.0068725425518296746,0.026427057487962168,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,32,0.03125,0.04,0.25,0.04,1.0213230321171602,0.025396293291865,0.01060528007583672,0.0275216946871621,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,32,0.03125,0.04,0.5,0.04,1.0289387235062781,0.025244019586798276,0.014366168356515274,0.029045607553404625,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,32,0.03125,0.04,0.75,0.04,1.036639852050998,0.02507231043596719,0.018155121801681995,0.030955277389023962,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,32,0.03125,0.08,0.0,0.08,1.013792316944786,0.051035576859494704,0.0068725425518296746,0.051496232352552754,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,32,0.03125,0.08,0.25,0.08,1.0213230321171602,0.05079258658373,0.01060528007583672,0.05188794481719861,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,32,0.03125,0.08,0.5,0.08,1.0289387235062781,0.05048803917359655,0.014366168356515274,0.05249217934933127,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,32,0.03125,0.08,0.75,0.08,1.036639852050998,0.05014462087193438,0.018155121801681995,0.05333002390796338,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,64,0.015625,0.0,0.0,0.0,1.0068250774576404,0.0,0.003406735804399652,0.003406735804399652,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,64,0.015625,0.0,0.25,0.0,1.010574687377937,0.0,0.005273439108950617,0.005273439108950617,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,64,0.015625,0.0,0.5,0.0,1.0143490382940403,0.0,0.007148965294628162,0.007148965294628162,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,64,0.015625,0.0,0.75,0.0,1.0181483933838282,0.0,0.009033395574114866,0.009033395574114866,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,64,0.015625,0.02,0.0,0.02,1.0068250774576404,0.01270026951512186,0.003406735804399652,0.013149246921315007,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,64,0.015625,0.02,0.25,0.02,1.010574687377937,0.012618228241556798,0.005273439108950617,0.013675848931303367,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,64,0.015625,0.02,0.5,0.02,1.0143490382940403,0.012522498116635847,0.007148965294628162,0.01441945435392568,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,64,0.015625,0.02,0.75,0.02,1.0181483933838282,0.012418442144892489,0.009033395574114866,0.015356429953100428,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,64,0.015625,0.04,0.0,0.04,1.0068250774576404,0.02540053903024372,0.003406735804399652,0.025627977521995627,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,64,0.015625,0.04,0.25,0.04,1.010574687377937,0.025236456483113595,0.005273439108950617,0.02578154176654096,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,64,0.015625,0.04,0.5,0.04,1.0143490382940403,0.025044996233271694,0.007148965294628162,0.0260453362640683,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,64,0.015625,0.04,0.75,0.04,1.0181483933838282,0.024836884289784977,0.009033395574114866,0.026428640843270883,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,64,0.015625,0.08,0.0,0.08,1.0068250774576404,0.05080107806048744,0.003406735804399652,0.05091517829634614,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,64,0.015625,0.08,0.25,0.08,1.010574687377937,0.05047291296622719,0.005273439108950617,0.05074765121000335,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,64,0.015625,0.08,0.5,0.08,1.0143490382940403,0.05008999246654339,0.007148965294628162,0.05059757948837248,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,64,0.015625,0.08,0.75,0.08,1.0181483933838282,0.049673768579569955,0.009033395574114866,0.05048846918351862,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,128,0.0078125,0.0,0.0,0.0,1.0033949937268631,0.0,0.0016960585561187624,0.0016960585561187624,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,128,0.0078125,0.0,0.25,0.0,1.0052657295941883,0.0,0.0026294079041309093,0.0026294079041309093,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,128,0.0078125,0.0,0.5,0.0,1.007144363516315,0.0,0.0035658242070197854,0.0035658242070197854,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,128,0.0078125,0.0,0.75,0.0,1.0090310566426868,0.0,0.004505379100921969,0.004505379100921969,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,128,0.0078125,0.02,0.0,0.02,1.0033949937268631,0.012671245681559262,0.0016960585561187624,0.012784251317469393,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,128,0.0078125,0.02,0.25,0.02,1.0052657295941883,0.012578596805027945,0.0026294079041309093,0.012850481839595172,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,128,0.0078125,0.02,0.5,0.02,1.007144363516315,0.012473116285347152,0.0035658242070197854,0.012972807411781022,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,128,0.0078125,0.02,0.75,0.02,1.0090310566426868,0.012360012621735124,0.004505379100921969,0.013155544566929793,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,128,0.0078125,0.04,0.0,0.04,1.0033949937268631,0.025342491363118523,0.0016960585561187624,0.025399182725346116,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,128,0.0078125,0.04,0.25,0.04,1.0052657295941883,0.02515719361005589,0.0026294079041309093,0.02529423207492457,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,128,0.0078125,0.04,0.5,0.04,1.007144363516315,0.024946232570694303,0.0035658242070197854,0.02519979408143125,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,128,0.0078125,0.04,0.75,0.04,1.0090310566426868,0.024720025243470247,0.004505379100921969,0.025127237987507316,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,128,0.0078125,0.08,0.0,0.08,1.0033949937268631,0.050684982726237046,0.0016960585561187624,0.05071335217262542,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,128,0.0078125,0.08,0.25,0.08,1.0052657295941883,0.05031438722011178,0.0026294079041309093,0.05038304622848497,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,128,0.0078125,0.08,0.5,0.08,1.007144363516315,0.049892465141388606,0.0035658242070197854,0.05001972790969624,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,128,0.0078125,0.08,0.75,0.08,1.0090310566426868,0.049440050486940494,0.004505379100921969,0.0496449094368622,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,256,0.00390625,0.0,0.0,0.0,1.0016931383843215,0.0,0.0008462111555009866,0.0008462111555009866,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,256,0.00390625,0.0,0.25,0.0,1.0026274731747342,0.0,0.0013128747672899177,0.0013128747672899177,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,256,0.00390625,0.0,0.5,0.0,1.0035646348261436,0.0,0.001780731910004052,0.001780731910004052,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,256,0.00390625,0.0,0.75,0.0,1.0045047140809173,0.0,0.0022498261815351306,0.0022498261815351306,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,256,0.00390625,0.02,0.0,0.02,1.0016931383843215,0.01265680490216929,0.0008462111555009866,0.01268506143663762,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,256,0.00390625,0.02,0.25,0.02,1.0026274731747342,0.012558862493029345,0.0013128747672899177,0.01262729849466646,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,256,0.00390625,0.02,0.5,0.02,1.0035646348261436,0.01244851928655402,0.001780731910004052,0.012575239105600104,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,256,0.00390625,0.02,0.75,0.02,1.0045047140809173,0.012330906475633662,0.0022498261815351306,0.012534471363322234,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,256,0.00390625,0.04,0.0,0.04,1.0016931383843215,0.02531360980433858,0.0008462111555009866,0.02532774989307184,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,256,0.00390625,0.04,0.25,0.04,1.0026274731747342,0.02511772498605869,0.0013128747672899177,0.02515201281468073,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,256,0.00390625,0.04,0.5,0.04,1.0035646348261436,0.02489703857310804,0.001780731910004052,0.024960639732309272,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,256,0.00390625,0.04,0.75,0.04,1.0045047140809173,0.024661812951267324,0.0022498261815351306,0.024764222901000096,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,256,0.00390625,0.08,0.0,0.08,1.0016931383843215,0.05062721960867716,0.0008462111555009866,0.050634291133824706,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,256,0.00390625,0.08,0.25,0.08,1.0026274731747342,0.05023544997211738,0.0013128747672899177,0.05025260265952098,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,256,0.00390625,0.08,0.5,0.08,1.0035646348261436,0.04979407714621608,0.001780731910004052,0.04982590817013399,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,256,0.00390625,0.08,0.75,0.08,1.0045047140809173,0.04932362590253465,0.0022498261815351306,0.04937491053177016,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,512,0.001953125,0.0,0.0,0.0,1.0008454830200713,0.0,0.0004226521925976279,0.0004226521925976279,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,512,0.001953125,0.0,0.25,0.0,1.0013123901859964,0.0,0.0006559799381584686,0.0006559799381584686,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,512,0.001953125,0.0,0.5,0.0,1.0017804297602297,0.0,0.0008898189911963339,0.0008898189911963339,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,512,0.001953125,0.0,0.75,0.0,1.0022496500110578,0.0,0.0011241931004652983,0.0011241931004652983,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,512,0.001953125,0.02,0.0,0.02,1.0008454830200713,0.012649602174909113,0.0004226521925976279,0.01265666109443454,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,512,0.001953125,0.02,0.25,0.02,1.0013123901859964,0.012549015621903036,0.0006559799381584686,0.012566149082277865,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,512,0.001953125,0.02,0.5,0.02,1.0017804297602297,0.012436244314608234,0.0008898189911963339,0.012468037154649456,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,512,0.001953125,0.02,0.75,0.02,1.0022496500110578,0.012316380779582498,0.0011241931004652983,0.01236758042766664,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,512,0.001953125,0.04,0.0,0.04,1.0008454830200713,0.025299204349818225,0.0004226521925976279,0.025302734548063553,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,512,0.001953125,0.04,0.25,0.04,1.0013123901859964,0.025098031243806072,0.0006559799381584686,0.025106602358629337,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,512,0.001953125,0.04,0.5,0.04,1.0017804297602297,0.02487248862921647,0.0008898189911963339,0.024888400278997365,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,512,0.001953125,0.04,0.75,0.04,1.0022496500110578,0.024632761559164995,0.0011241931004652983,0.024658401249022827,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
1,512,0.001953125,0.08,0.0,0.08,1.0008454830200713,0.05059840869963645,0.0004226521925976279,0.05060017389111774,19.595917942265423,4.538272572495555,1.0,0.0,1.0,True,True,True
1,512,0.001953125,0.08,0.25,0.08,1.0013123901859964,0.050196062487612145,0.0006559799381584686,0.0502003485938049,24.311265488033104,5.031030261092961,0.8,0.0,1.3333333333333333,True,True,True
1,512,0.001953125,0.08,0.5,0.08,1.0017804297602297,0.04974497725843294,0.0008898189911963339,0.049752934991607316,46.392847469155164,6.884246325427001,0.6666666666666666,0.0,2.0,True,True,True
1,512,0.001953125,0.08,0.75,0.08,1.0022496500110578,0.04926552311832999,0.0011241931004652983,0.049278347965915424,171.500393118063,13.133940502304059,0.5714285714285714,0.0,4.0,True,True,True
2,8,0.125,0.0,0.0,0.0,1.0587955275319167,0.0,0.0409809452662904,0.0409809452662904,43.81780460041329,9.779346051798482,1.0,0.0,1.0,True,True,True
2,8,0.125,0.0,0.25,0.0,1.089534972454533,0.0,0.061953753654822356,0.061953753654822356,52.8974902436219,10.667473013195009,0.8,0.0,1.3333333333333333,True,True,True
2,8,0.125,0.0,0.5,0.0,1.1214250401806731,0.0,0.08340123468299253,0.08340123468299253,95.80226549551986,14.12814676420937,0.6666666666666666,0.0,2.0,True,True,True
2,8,0.125,0.0,0.75,0.0,1.1544853006884446,0.0,0.10531616796352751,0.10531616796352751,338.64609281164473,26.17808598089802,0.5714285714285714,0.0,4.0,True,True,True
2,8,0.125,0.02,0.0,0.02,1.0587955275319167,0.013127821683883668,0.0409809452662904,0.0430322852877062,43.81780460041329,9.779346051798482,1.0,0.0,1.0,True,True,True
2,8,0.125,0.02,0.25,0.02,1.089534972454533,0.013196533316635884,0.061953753654822356,0.06334363490911692,52.8974902436219,10.667473013195009,0.8,0.0,1.3333333333333333,True,True,True
2,8,0.125,0.02,0.5,0.02,1.1214250401806731,0.013239514068271738,0.08340123468299253,0.0844455486062561,95.80226549551986,14.12814676420937,0.6666666666666666,0.0,2.0,True,True,True
2,8,0.125,0.02,0.75,0.02,1.1544853006884446,0.013264282529161646,0.10531616796352751,0.1061481814518523,338.64609281164473,26.17808598089802,0.5714285714285714,0.0,4.0,True,True,True
2,8,0.125,0.04,0.0,0.04,1.0587955275319167,0.026255643367767336,0.0409809452662904,0.04867028542729202,43.81780460041329,9.779346051798482,1.0,0.0,1.0,True,True,True
2,8,0.125,0.04,0.25,0.04,1.089534972454533,0.026393066633271768,0.061953753654822356,0.06734138072708888,52.8974902436219,10.667473013195009,0.8,0.0,1.3333333333333333,True,True,True
2,8,0.125,0.04,0.5,0.04,1.1214250401806731,0.026479028136543476,0.08340123468299253,0.08750374207828747,95.80226549551986,14.12814676420937,0.6666666666666666,0.0,2.0,True,True,True
2,8,0.125,0.04,0.75,0.04,1.1544853006884446,0.02652856505832329,0.10531616796352751,0.10860598509555369,338.64609281164473,26.17808598089802,0.5714285714285714,0.0,4.0,True,True,True
2,8,0.125,0.08,0.0,0.08,1.0587955275319167,0.05251128673553467,0.0409809452662904,0.06660985745023201,43.81780460041329,9.779346051798482,1.0,0.0,1.0,True,True,True
2,8,0.125,0.08,0.25,0.08,1.089534972454533,0.052786133266543536,0.061953753654822356,0.08139191272574757,52.8974902436219,10.667473013195009,0.8,0.0,1.3333333333333333,True,True,True
2,8,0.125,0.08,0.5,0.08,1.1214250401806731,0.05295805627308695,0.08340123468299253,0.09879434027752318,95.80226549551986,14.12814676420937,0.6666666666666666,0.0,2.0,True,True,True
2,8,0.125,0.08,0.75,0.08,1.1544853006884446,0.05305713011664658,0.10531616796352751,0.11792605433379302,338.64609281164473,26.17808598089802,0.5714285714285714,0.0,4.0,True,True,True
2,16,0.0625,0.0,0.0,0.0,1.0281681036652583,0.0,0.019779536400576475,0.019779536400576475,43.81780460041329,9.779346051798482,1.0,0.0,1.0,True,True,True
2,16,0.0625,0.0,0.25,0.0,1.0433463739967932,0.0,0.030325377217522716,0.030325377217522716,52.8974902436219,10.667473013195009,0.8,0.0,1.3333333333333333,True,True,True
2,16,0.0625,0.0,0.5,0.0,1.0588339248495242,0.0,0.04100733140868691,0.04100733140868691,95.80226549551986,14.12814676420937,0.6666666666666666,0.0,2.0,True,True,True
2,16,0.0625,0.0,0.75,0.0,1.0746327309645471,0.0,0.051823770688070266,0.051823770688070266,338.64609281164473,26.17808598089802,0.5714285714285714,0.0,4.0,True,True,True
2,16,0.0625,0.02,0.0,0.02,1.0281681036652583,0.012878517390964144,0.019779536400576475,0.02360267506896402,43.81780460041329,9.779346051798482,1.0,0.0,1.0,True,True,True
2,16,0.0625,0.02,0.25,0.02,1.0433463739967932,0.012860640052677924,0.030325377217522716,0.03293971107872061,52.8974902436219,10.667473013195009,0.8,0.0,1.3333333333333333,True,True,True
2,16,0.0625,0.02,0.5,0.02,1.0588339248495242,0.012823994955238798,0.04100733140868691,0.0429657546875866,95.80226549551986,14.12814676420937,0.6666666666666666,0.0,2.0,True,True,True
2,16,0.0625,0.02,0.75,0.02,1.0746327309645471,0.012774868850794744,0.051823770688070266,0.05337509234169714,338.64609281164473,26.17808598089802,0.5714285714285714,0.0,4.0,True,True,True
2,16,0.0625,0.04,0.0,0.04,1.0281681036652583,0.025757034781928288,0.019779536400576475,0.032475450743279816,43.81780460041329,9.779346051798482,1.0,0.0,1.0,True,True,True
2,16,0.0625,0.04,0.25,0.04,1.0433463739967932,0.025721280105355848,0.030325377217522716,0.039764465967031676,52.8974902436219,10.667473013195009,0.8,0.0,1.3333333333333333,True,True,True
2,16,0.0625,0.04,0.5,0.04,1.0588339248495242,0.025647989910477596,0.04100733140868691,0.048367557470993305,95.80226549551986,14.12814676420937,0.6666666666666666,0.0,2.0,True,True,True
2,16,0.0625,0.04,0.75,0.04,1.0746327309645471,0.025549737701589487,0.051823770688070266,0.05777968765015708,338.64609281164473,26.17808598089802,0.5714285714285714,0.0,4.0,True,True,True
2,16,0.0625,0.08,0.0,0.08,1.0281681036652583,0.051514069563856575,0.019779536400576475,0.055180879145330625,43.81780460041329,9.779346051798482,1.0,0.0,1.0,True,True,True
2,16,0.0625,0.08,0.25,0.08,1.0433463739967932,0.051442560210711696,0.030325377217522716,0.05971570567629377,52.8974902436219,10.667473013195009,0.8,0.0,1.3333333333333333,True,True,True
2,16,0.0625,0.08,0.5,0.08,1.0588339248495242,0.05129597982095519,0.04100733140868691,0.06567251156346712,95.80226549551986,14.12814676420937,0.6666666666666666,0.0,2.0,True,True,True
2,16,0.0625,0.08,0.75,0.08,1.0746327309645471,0.051099475403178975,0.051823770688070266,0.07277952730548463,338.64609281164473,26.17808598089802,0.5714285714285714,0.0,4.0,True,True,True
2,32,0.03125,0.0,0.0,0.0,1.013792316944786,0.0,0.009719242884783727,0.009719242884783727,43.81780460041329,9.779346051798482,1.0,0.0,1.0,True,True,True
2,32,0.03125,0.0,0.25,0.0,1.0213230321171602,0.0,0.014998130916013458,0.014998130916013458,52.8974902436219,10.667473013195009,0.8,0.0,1.3333333333333333,True,True,True
2,32,0.03125,0.0,0.5,0.0,1.0289387235062781,0.0,0.0203168301291191,0.0203168301291191,95.80226549551986,14.12814676420937,0.6666666666666666,0.0,2.0,True,True,True
